theme_date,theater_id,theater_name,sector_code,sector_name,thread_codes,thread_names,jpas_tier_code,theme_title,theme_blurb,maturity_grade,coverage_grade
"2027-06-30","T-005","The Inference Economy","D15","Sovereign AI & Geopolitics","D15.2","National Compute Strategies & Sovereign Programs","COM","The Inference Economy: Sovereign AI & Geopolitics","Training built the factories. Inference fills them. Today The Inference Economy turns to the Sovereign AI & Geopolitics sector — tracking National Compute Strategies & Sovereign Programs.","Established","Dedicated"
"2027-07-01","T-007","The New Energy Stack","D11","Sustainability","D11.4","Heat Recovery & Circular DC","COM","The New Energy Stack: Sustainability","The grid is no longer the default. Today The New Energy Stack turns to the Sustainability sector — tracking Heat Recovery & Circular DC.","Established","Dedicated"
"2027-07-02","T-002","The Thermal Reckoning","D20","Facility IT & Operational Technology","D20.2","Facility DCIM & Digital Twin","ENV","The Thermal Reckoning: Facility IT & Operational Technology","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Facility IT & Operational Technology sector — tracking Facility DCIM & Digital Twin.","Established","Dedicated"
"2027-07-03","T-001","The Power Reckoning","D10","Construction","D10.4","Project Delivery & Schedule Intelligence","LBR","The Power Reckoning: Construction","The grid wasn't built for this. Today The Power Reckoning turns to the Construction sector — tracking Project Delivery & Schedule Intelligence.","Established","Dedicated"
"2027-07-04","T-004","The Capital Concentration","D4","M&A & Capital Markets","D4.1; D4.2; D4.3","PE & Infrastructure Fund Activity; DC REIT Performance & Valuation; Sovereign Wealth & Institutional Capital","PWR","The Capital Concentration: M&A & Capital Markets","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the M&A & Capital Markets sector — tracking PE & Infrastructure Fund Activity, DC REIT Performance & Valuation and Sovereign Wealth & Institutional Capital.","Established","Broad-only"
"2027-07-05","T-003","The Consent Crisis","D19","Tax, Incentives & Fiscal Policy","D19.1","State & Local Tax Incentives","ENV","The Consent Crisis: Tax, Incentives & Fiscal Policy","Communities are the new permitting authority. Today The Consent Crisis turns to the Tax, Incentives & Fiscal Policy sector — tracking State & Local Tax Incentives.","Established","Dedicated"
"2027-07-06","T-006","The Sovereign AI Race","D1","Chips & Density","D1.6","Chip Allocation & Supply Politics","INC","The Sovereign AI Race: Chips & Density","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Chips & Density sector — tracking Chip Allocation & Supply Politics.","Established","Broad-only"
"2027-07-07","T-007","The New Energy Stack","D2","Power Architecture","D2.5","Nuclear & SMR Offtake","LBR","The New Energy Stack: Power Architecture","The grid is no longer the default. Today The New Energy Stack turns to the Power Architecture sector — tracking Nuclear & SMR Offtake.","Established","Dedicated"
"2027-07-08","T-004","The Capital Concentration","D17","Workforce & Labor Markets","D17.2; D17.1; D17.3","Operations & Technical Workforce; Construction & Skilled Trades Labor; Immigration, Policy & Regional Labor Competition","INC","The Capital Concentration: Workforce & Labor Markets","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Workforce & Labor Markets sector — tracking Operations & Technical Workforce, Construction & Skilled Trades Labor and Immigration, Policy & Regional Labor Competition.","Established","Dedicated"
"2027-07-09","T-003","The Consent Crisis","D18","Community Opposition & Regulatory Risk","D18.2; D18.1","Regulatory & Permitting Denial Tracking; Project Opposition Register","INC","The Consent Crisis: Community Opposition & Regulatory Risk","Communities are the new permitting authority. Today The Consent Crisis turns to the Community Opposition & Regulatory Risk sector — tracking Regulatory & Permitting Denial Tracking and Project Opposition Register.","Established","Dedicated"
"2027-07-10","T-001","The Power Reckoning","D3","Grid & Regulatory","D3.3; D3.1","Utility Rate Cases & PUC Proceedings; Interconnection Queue & Grid Access","REG","The Power Reckoning: Grid & Regulatory","The grid wasn't built for this. Today The Power Reckoning turns to the Grid & Regulatory sector — tracking Utility Rate Cases & PUC Proceedings and Interconnection Queue & Grid Access.","Established","Broad-only"
"2027-07-11","T-005","The Inference Economy","D12","Networking & Interconnect","D12.2","Subsea Cable Systems","INC","The Inference Economy: Networking & Interconnect","Training built the factories. Inference fills them. Today The Inference Economy turns to the Networking & Interconnect sector — tracking Subsea Cable Systems.","Established","Dedicated"
"2027-07-12","T-002","The Thermal Reckoning","D7","Cooling & Water Technology","D7.1; D7.2","Direct-to-Chip Liquid Cooling (DLC); Immersion Cooling","NET","The Thermal Reckoning: Cooling & Water Technology","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Cooling & Water Technology sector — tracking Direct-to-Chip Liquid Cooling (DLC) and Immersion Cooling.","Established","Whitespace"
"2027-07-13","T-003","The Consent Crisis","D13","Community Relations","D13.2; D13.1; D13.3","Opposition Movements & Organized Groups; Community Benefits & Host Agreements; Local Permitting & Entitlement Strategy","PWR","The Consent Crisis: Community Relations","Communities are the new permitting authority. Today The Consent Crisis turns to the Community Relations sector — tracking Opposition Movements & Organized Groups, Community Benefits & Host Agreements and Local Permitting & Entitlement Strategy.","Established","Dedicated"
"2027-07-14","T-001","The Power Reckoning","D21","Insurance & Risk Markets","D21.1; D21.4","DC Property & Casualty Insurance; Lender Insurance & Risk Transfer","REG","The Power Reckoning: Insurance & Risk Markets","The grid wasn't built for this. Today The Power Reckoning turns to the Insurance & Risk Markets sector — tracking DC Property & Casualty Insurance and Lender Insurance & Risk Transfer.","Established","Dedicated"
"2027-07-15","T-007","The New Energy Stack","D8","People & Signals","D8.2","Conference Intelligence & Speaking Circuit","COM","The New Energy Stack: People & Signals","The grid is no longer the default. Today The New Energy Stack turns to the People & Signals sector — tracking Conference Intelligence & Speaking Circuit.","Established","Whitespace"
"2027-07-16","T-002","The Thermal Reckoning","D22","Industry Media & Analyst Coverage","D22.1; D22.2","U.S. Media Coverage; EU Media Coverage","LBR","The Thermal Reckoning: Industry Media & Analyst Coverage","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Industry Media & Analyst Coverage sector — tracking U.S. Media Coverage and EU Media Coverage.","Established","Dedicated"
"2027-07-17","T-005","The Inference Economy","D23","Outage Intelligence & Emergency Response","D23.1","Major Outage Postmortems","COM","The Inference Economy: Outage Intelligence & Emergency Response","Training built the factories. Inference fills them. Today The Inference Economy turns to the Outage Intelligence & Emergency Response sector — tracking Major Outage Postmortems.","Established","Dedicated"
"2027-07-18","T-004","The Capital Concentration","D15","Sovereign AI & Geopolitics","D15.2; D15.4; D15.6","National Compute Strategies & Sovereign Programs; Strategic Minerals & Upstream Supply; Inbound Investment Screening","PWR","The Capital Concentration: Sovereign AI & Geopolitics","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Sovereign AI & Geopolitics sector — tracking National Compute Strategies & Sovereign Programs, Strategic Minerals & Upstream Supply and Inbound Investment Screening.","Established","Dedicated"
"2027-07-19","T-006","The Sovereign AI Race","D14","Real Estate & Site Selection","D14.4","International Markets","COM","The Sovereign AI Race: Real Estate & Site Selection","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Real Estate & Site Selection sector — tracking International Markets.","Established","Dedicated"
"2027-07-20","T-001","The Power Reckoning","D9","Orchestration Intelligence & Control Plane","D9.4","Power-Aware & Grid-Responsive Workload Orchestration","LBR","The Power Reckoning: Orchestration Intelligence & Control Plane","The grid wasn't built for this. Today The Power Reckoning turns to the Orchestration Intelligence & Control Plane sector — tracking Power-Aware & Grid-Responsive Workload Orchestration.","Established","Whitespace"
"2027-07-21","T-002","The Thermal Reckoning","D4","M&A & Capital Markets","D4.4","Integrated Infrastructure Vendor M&A","COM","The Thermal Reckoning: M&A & Capital Markets","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the M&A & Capital Markets sector — tracking Integrated Infrastructure Vendor M&A.","Established","Broad-only"
"2027-07-22","T-004","The Capital Concentration","D10","Construction","D10.4; D10.5","Project Delivery & Schedule Intelligence; Construction Cost Curves & Inflation","ENV","The Capital Concentration: Construction","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Construction sector — tracking Project Delivery & Schedule Intelligence and Construction Cost Curves & Inflation.","Established","Dedicated"
"2027-07-23","T-006","The Sovereign AI Race","D16","Cyber & Physical Security and Resilience","D16.1; D16.2; D16.3","Enterprise IT & Cloud Security; OT / ICS / SCADA Cybersecurity; Physical Security & Access Control","PWR","The Sovereign AI Race: Cyber & Physical Security and Resilience","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Cyber & Physical Security and Resilience sector — tracking Enterprise IT & Cloud Security, OT / ICS / SCADA Cybersecurity and Physical Security & Access Control.","Established","Dedicated"
"2027-07-24","T-005","The Inference Economy","D5","Hyperscaler Activity","D5.2","Hyperscaler Custom Silicon Strategy","PWR","The Inference Economy: Hyperscaler Activity","Training built the factories. Inference fills them. Today The Inference Economy turns to the Hyperscaler Activity sector — tracking Hyperscaler Custom Silicon Strategy.","Established","Broad-only"
"2027-07-25","T-007","The New Energy Stack","D11","Sustainability","D11.4; D11.3; D11.5","Heat Recovery & Circular DC; Water Stewardship & Rights; Sustainability Regulation & Disclosure","WTR","The New Energy Stack: Sustainability","The grid is no longer the default. Today The New Energy Stack turns to the Sustainability sector — tracking Heat Recovery & Circular DC, Water Stewardship & Rights and Sustainability Regulation & Disclosure.","Established","Dedicated"
"2027-07-26","T-003","The Consent Crisis","D17","Workforce & Labor Markets","D17.3","Immigration, Policy & Regional Labor Competition","NET","The Consent Crisis: Workforce & Labor Markets","Communities are the new permitting authority. Today The Consent Crisis turns to the Workforce & Labor Markets sector — tracking Immigration, Policy & Regional Labor Competition.","Established","Whitespace"
